,source_url,img_url,0,1
0,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote2.jpg"
1,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote9.jpg"
2,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote16.jpg"
3,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote11.jpg"
4,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote15.jpg"
5,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote3.jpg"
6,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote4.jpg"
7,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote8.jpg"
8,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote10.jpg"
9,,,https://danielfooddiary.com/2022/09/27/omote/,https://secure.gravatar.com/avatar/60bbb488d6903b6a86ebb4471f2578a4?s=96&d=identicon&r=g
10,,,https://danielfooddiary.com/2022/09/27/omote/,https://danielfooddiary.com/wp-content/uploads/2022/10/wagatomo1-218x150.jpg
11,,,https://danielfooddiary.com/2022/09/27/omote/,https://danielfooddiary.com/wp-content/uploads/2022/10/musubi1-218x150.jpg
12,,,https://danielfooddiary.com/2022/09/27/omote/,https://danielfooddiary.com/wp-content/uploads/2022/10/ippudoramen21-218x150.jpg
0,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote2.jpg"
1,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote9.jpg"
2,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote16.jpg"
3,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote11.jpg"
4,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote15.jpg"
5,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote3.jpg"
6,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote4.jpg"
7,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote8.jpg"
8,,,https://danielfooddiary.com/2022/09/27/omote/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2022/09/omote10.jpg"
9,,,https://danielfooddiary.com/2022/09/27/omote/,https://secure.gravatar.com/avatar/60bbb488d6903b6a86ebb4471f2578a4?s=96&d=identicon&r=g
10,,,https://danielfooddiary.com/2022/09/27/omote/,https://danielfooddiary.com/wp-content/uploads/2022/10/wagatomo1-218x150.jpg
11,,,https://danielfooddiary.com/2022/09/27/omote/,https://danielfooddiary.com/wp-content/uploads/2022/10/musubi1-218x150.jpg
12,,,https://danielfooddiary.com/2022/09/27/omote/,https://danielfooddiary.com/wp-content/uploads/2022/10/ippudoramen21-218x150.jpg
