source_url,img_url
https://danielfooddiary.com/2021/08/22/hainanzi/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2021/08/hainanzi4.jpg"
https://www.misstamchiak.com/guan-kee-fried-kway-teow/,https://www.misstamchiak.com/wp-content/uploads/2019/09/char-kway-teow-1300x867.jpg
https://www.misstamchiak.com/quan-ji-cooked-food/,https://www.misstamchiak.com/wp-content/uploads/2022/09/quanjicookedfood-03-1300x866.jpg
https://danielfooddiary.com/2021/08/22/hainanzi/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2021/08/hainanzi9.jpg"
https://www.misstamchiak.com/guan-kee-fried-kway-teow/,https://live.staticflickr.com/65535/48753744741_891d5b0cdd_h.jpg
https://www.misstamchiak.com/quan-ji-cooked-food/,https://live.staticflickr.com/65535/52378265098_ca23af47a4_o.jpg
https://danielfooddiary.com/2021/08/22/hainanzi/,https://danielfooddiary.com/wp-content/uploads/2022/10/limsfriedoyster1-218x150.jpg
https://www.misstamchiak.com/lai-heng-fried-kway-teow/,https://farm5.staticflickr.com/4785/40862639161_0db59cca7f_h.jpg
https://www.misstamchiak.com/quan-ji-cooked-food/,https://live.staticflickr.com/65535/52378035756_a0fbc19c8e_o.jpg
https://danielfooddiary.com/2020/06/19/amoystreet/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/amoystreetfoodcentre6.jpg"
https://www.misstamchiak.com/corningware-retroflam/,https://c6.staticflickr.com/9/8736/28015707773_be194dea61_b.jpg
https://danielfooddiary.com/2020/06/19/amoystreet/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/amoystreetfoodcentre43.jpg"
https://www.misstamchiak.com/corningware-retroflam/,https://secure.gravatar.com/avatar/dd47161ae09e5c8f7647565943ba87b5?s=96&d=mm&r=pg
https://danielfooddiary.com/2020/06/19/amoystreet/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2021/03/theoriginalvadai11.jpg"
https://www.misstamchiak.com/corningware-retroflam/,https://secure.gravatar.com/avatar/143f1f9aed30474b4c5cc1ed264a1927?s=48&d=mm&r=pg
https://danielfooddiary.com/2020/06/19/amoystreet/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2021/03/theoriginalvadai14.jpg"
https://danielfooddiary.com/2020/06/19/amoystreet/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2017/08/amoy19.jpg"
https://danielfooddiary.com/2020/06/12/apollofriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/apollo7.jpg"
https://danielfooddiary.com/2020/06/12/apollofriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/apollo8.jpg"
https://danielfooddiary.com/2020/06/12/apollofriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/apollo3.jpg"
https://danielfooddiary.com/2020/06/12/apollofriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/apollo6.jpg"
https://danielfooddiary.com/2020/06/12/apollofriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/apollo4.jpg"
https://danielfooddiary.com/2020/06/12/apollofriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/apollo5.jpg"
https://danielfooddiary.com/2021/06/08/friedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2021/06/friedkwayteow2.jpg"
https://www.misstamchiak.com/lai-heng-fried-kway-teow/,https://farm1.staticflickr.com/783/40862639101_25ace879d1_h.jpg
https://www.misstamchiak.com/quan-ji-cooked-food/,https://live.staticflickr.com/65535/52378455360_3347ee5b62_o.jpg
https://danielfooddiary.com/2020/06/11/mengkeefriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/mengkee34.jpg"
https://danielfooddiary.com/2020/06/11/mengkeefriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/mengkee36.jpg"
https://danielfooddiary.com/2020/06/11/mengkeefriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/mengkee35.jpg"
https://danielfooddiary.com/2020/06/11/mengkeefriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/mengkee33.jpg"
https://danielfooddiary.com/2020/06/11/mengkeefriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/mengkee.jpg"
https://danielfooddiary.com/2021/06/08/friedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2021/06/friedkwayteow5.jpg"
https://www.misstamchiak.com/lai-heng-fried-kway-teow/,https://farm5.staticflickr.com/4780/40862638741_0833437492_h.jpg
https://danielfooddiary.com/2020/06/11/mengkeefriedkwayteow/,https://danielfooddiary.com/wp-content/uploads/2022/10/wenli-218x150.jpg
https://danielfooddiary.com/2020/06/11/mengkeefriedkwayteow/,https://danielfooddiary.com/wp-content/uploads/2022/10/25mincedmeat1-218x150.jpg
https://danielfooddiary.com/2020/06/11/mengkeefriedkwayteow/,https://danielfooddiary.com/wp-content/uploads/2022/10/limsfriedoyster1-218x150.jpg
https://danielfooddiary.com/2020/06/09/haikee/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/haikee5.jpg"
https://danielfooddiary.com/2020/06/09/haikee/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/haikee6.jpg"
https://danielfooddiary.com/2020/06/09/haikee/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/haikee7.jpg"
https://danielfooddiary.com/2020/06/09/haikee/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/haikee3.jpg"
https://danielfooddiary.com/2020/06/09/haikee/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2020/06/haikee4.jpg"
https://danielfooddiary.com/2021/06/08/friedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2021/06/friedkwayteow3.jpg"
https://www.misstamchiak.com/woks-of-taste-char-kway-teow/,https://www.misstamchiak.com/wp-content/uploads/2022/07/woksoftastecharkwayteow-12-1300x866.jpg
https://danielfooddiary.com/2020/06/09/haikee/,https://danielfooddiary.com/wp-content/uploads/2022/10/wenli-218x150.jpg
https://danielfooddiary.com/2020/06/09/haikee/,https://danielfooddiary.com/wp-content/uploads/2022/10/25mincedmeat1-218x150.jpg
https://danielfooddiary.com/2020/06/09/haikee/,https://danielfooddiary.com/wp-content/uploads/2022/10/limsfriedoyster1-218x150.jpg
https://danielfooddiary.com/2019/09/10/guankeefriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2019/09/guankee2.jpg"
https://danielfooddiary.com/2019/09/10/guankeefriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2019/09/guankee3.jpg"
https://danielfooddiary.com/2019/09/10/guankeefriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2019/09/guankee5.jpg"
https://danielfooddiary.com/2019/09/10/guankeefriedkwayteow/,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_450,h_300/https://danielfooddiary.com/wp-content/uploads/2019/09/guankee4.jpg"
